Supplier,Category,SubCategory,Name,Price,OldPrice,Description,VendorCode,Pictures,Sizes,Total_Qty,Badge
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Тактична бейсболка chastener мультикам,320.0000,,"<h3>Тактична бейсболка MULTICAM Skull</h3><p>Практична тактична бейсболка в розфарбуванні multicam — відмінний варіант для міста, тренувань, стрільбища, активного відпочинку та повсякденного носіння. Завдяки сітчастим вставкам кепка добре вентилюється і комфортно відчувається навіть у спекотну погоду.</p><p>Передня панель оснащена липучкою під шеврон з вишитим малюнком Skull, що надає моделі більш агресивний tactical-стиль.</p><h4>Характеристики:</h4><ul><li>Розмір: універсальний</li><li>Регулювання: липучка ззаду</li><li>Матеріал: cotton</li><li>Вставки: дихаюча сітка</li><li>Липучка під шеврон</li><li>Малюнок: вишивка</li><li>Легка і комфортна посадка</li><li>Підходить для повсякденного носіння, тренувань та активного відпочинку</li></ul><p>&nbsp;</p>",13836,"https://cdn.buymeua.shop/buymeua/product/3091215/conversions/Gemini_Generated_Image_ccjk1hccjk1hccjk-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269306/conversions/1709501112-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/319446/conversions/1742331006-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/319447/conversions/1742331009-optimized.jpg",Універсальний - 42,42,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Тактична бейсболка chastener oliva,299.0000,,<p>розмір універсальний</p><p>регулюється липучкою&nbsp;</p><p>матеріал котон&nbsp;</p><p>&nbsp;</p>,13839,"https://cdn.buymeua.shop/buymeua/product/327778/conversions/GRK_1138-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/327776/conversions/1745954565-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/327777/conversions/1745954567-optimized.jpg",Універсальний - 93,93,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Тактична бейсболка сітка oliva ВР4352,350.0000,,<p>розмір універсальний</p><p>регулюється липучкою&nbsp;</p><p>матеріал бавовна&nbsp;</p><p>вставки сітка&nbsp;</p><p>&nbsp;</p>,13849,"https://cdn.buymeua.shop/buymeua/product/325977/conversions/GRK_6384-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/325975/conversions/1744749902-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/325976/conversions/1744749906-optimized.jpg",Універсальний - 97,97,
BUYMEUA,МІЛІТАРІ,Тактичні штани,Тактичні штани джогер BANDIT КАЙОТ,1199.0000,,"<p><strong>На моделі розмір S</strong><br><strong>Зріст 175 см | Вага 75 кг</strong></p><p>BANDIT — це зручність повсякденного формату в поєднанні з тактичною функціональністю.<br>Модель створена для активного руху, міста та польових умов.</p><p>Штани виконані з міцної армійської саржі — щільної зносостійкої тканини, стійкої до навантажень і деформації. Матеріал добре тримає форму, не просвічується і комфортний у носінні.</p><p>Анатомічний крій забезпечує свободу рухів, а манжети на резинках фіксують посадку і ідеально поєднуються з тактичною взуттям.</p><h3>Особливості моделі:</h3><p>• Щільна армійська саржа<br>• Полноцінна посадка<br>• Еластичний пояс зі шнурком<br>• Манжети на резинках<br>• Ємні бічні карго-кишені<br>• Зручні передні та задні кишені<br>• Універсальний тактичний силует</p><p>&nbsp;</p><h4>&nbsp;Таблиця розмірів (вимірювання виробу, см)</h4><figure class=""table""><table><thead><tr><th>Розмір</th><th>Пояс</th><th>Тегра</th><th>Довжина</th></tr></thead><tbody><tr><td>M</td><td>33</td><td>50</td><td>100</td></tr><tr><td>L</td><td>34</td><td>50</td><td>104</td></tr><tr><td>XL</td><td>38</td><td>53</td><td>107</td></tr><tr><td>XXL</td><td>39</td><td>59</td><td>109</td></tr></tbody></table></figure>",13933,"https://cdn.buymeua.shop/buymeua/product/2749333/conversions/Gemini_Generated_Image_g7yomig7yomig7yo-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749326/conversions/1771191678-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749327/conversions/1771191682-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749328/conversions/1771191687-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749329/conversions/1771191691-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749330/conversions/1771191694-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749331/conversions/1771191698-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2749332/conversions/1771191702-optimized.jpg","M - 26, L - 21, XL - 46, XXL - 34, XXXL - 34, S - 32",193,
BUYMEUA,МІЛІТАРІ,Убакс/Бойова сорочка,Тактична рубашка Убакс Assault мультикам ВТ6352,1150.0000,,"<p>Функціональний тактичний лонгслів, створений для максимального комфорту в русі та під навантаженням.<br>Ідеально підходить як для активних завдань, так і для повсякденної носки в tactical/urban стилі.</p><h2>&nbsp;Основні переваги</h2><ul><li><strong>Адаптований під будь-які погодні умови</strong></li><li><strong>Міцний та зносостійкий матеріал</strong> — витримує інтенсивне використання</li><li><strong>Відмінна вентиляція</strong> завдяки комбінованим тканинам</li><li><strong>Еластичність і свобода рухів</strong> — не обмежує тіло</li><li><strong>Анатомічний крій</strong> — підкреслює форму та зручно сидить</li></ul><h2>&nbsp;Матеріали</h2><ul><li><strong>Основна частина (грудь/спина):</strong><br>90% бавовна / 5% поліестер / 5% еластан</li><li><strong>Рукава і плечі:</strong><br>94% бавовна / 6% еластан</li></ul><p>&nbsp;Таке поєднання дає баланс:<br>комфорт + міцність + повітропроникність</p><h2>&nbsp;Деталі</h2><ul><li>Комір на блискавці — зручно регулювати вентиляцію</li><li>Посилені зони на плечах</li><li>Панелі під шеврони</li><li>Манжети з фіксацією</li><li>Тактичний крій під броню / розгрузку</li></ul><h2>&nbsp;Таблиця розмірів</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Грудь</th><th>Рукав</th><th>Довжина</th></tr></thead><tbody><tr><td>M</td><td>47</td><td>42</td><td>60</td><td>66</td></tr><tr><td>L</td><td>47</td><td>45</td><td>61</td><td>66</td></tr><tr><td>XL</td><td>49</td><td>46</td><td>61</td><td>70</td></tr><tr><td>XXL</td><td>48</td><td>47</td><td>62</td><td>70</td></tr></tbody></table></figure>",13939,"https://cdn.buymeua.shop/buymeua/product/2907838/conversions/Gemini_Generated_Image_xvgb86xvgb86xvgb-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907830/conversions/1773869986-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907831/conversions/1773869991-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907832/conversions/1773869996-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907833/conversions/1773870001-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907834/conversions/1773870009-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907835/conversions/1773870014-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907836/conversions/1773870023-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2907837/conversions/1773870078-optimized.jpg",XXXL - 1,1,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,тактична сумка нагрудна hardy haki П2-3!,750.0000,,<p>Характеристики:</p><ul><li>Матеріал - нейлонова кордура 1000D</li><li>Полівінілхлоридна просочення</li><li>Колір - кайот</li><li>Застібка - блискавка&lt; /li&gt;</li><li>Регульовані ремені на фастексах</li></ul><p>высота 24<br>ширина 18<br>глубина 10</p>,13949,"https://cdn.buymeua.shop/buymeua/product/269488/conversions/KGA_3927-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269481/conversions/1709664917-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269482/conversions/1709664925-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269483/conversions/1709664929-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269484/conversions/1709664933-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269485/conversions/1709664937-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269486/conversions/1709664941-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/269487/conversions/1709664920-optimized.jpg",Універсальний - 45,45,
BUYMEUA,МІЛІТАРІ,мілітарі костюми,Тактичний костюм горка haul,2699.0000,,"<p><strong>На моделі розмір S</strong><br><strong>Зріст моделі — 175 см</strong><br><strong>Вага — 75 кг</strong></p><p><br><strong>Тактичний костюм Горка (весна–літо)</strong></p><p>Функціональний тактичний костюм в стилі «Горка», розроблений для активного використання в теплий сезон. Модель виконана з міцного матеріалу гретта, який поєднує зносостійкість, комфорт і гарну вентиляцію, забезпечуючи зручність при тривалому носінні та високій активності.</p><p>Конструкція костюма продумана для практичних завдань: посилені зони в області колін і ліктів підвищують довговічність, під колінами передбачені резинки для більш зручної посадки, а манжети на резинках фіксують рукав і захищають від вітру. Липучки під шеврони дозволяють персоналізувати зовнішній вигляд і використовувати додаткові елементи екіпіровки. Полномерний крій забезпечує свободу рухів і комфортну посадку.</p><p>На моделі розмір S<br>Зріст моделі — 175 см<br>Вага — 75 кг</p><h3>Особливості</h3><ul><li>Матеріал гретта підвищеної міцності</li><li>Сезон весна–літо</li><li>Посилення в зоні колін і ліктів</li><li>Резинки під колінами</li><li>Липучки під шеврони</li><li>Манжети на резинках</li><li>Полномерна посадка</li></ul><h3>Таблиця розмірів куртки (см)</h3><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Грудь</th><th>Рукава</th><th>Довжина</th></tr></thead><tbody><tr><td>S</td><td>49</td><td>51</td><td>66</td><td>79</td></tr><tr><td>M</td><td>49</td><td>52</td><td>66</td><td>82</td></tr><tr><td>L</td><td>51</td><td>57</td><td>66</td><td>84</td></tr><tr><td>XL</td><td>54</td><td>59</td><td>66</td><td>85</td></tr><tr><td>XXL</td><td>57</td><td>62</td><td>67</td><td>87</td></tr><tr><td>XXXL</td><td>60</td><td>64</td><td>68</td><td>—</td></tr></tbody></table></figure><h3>Таблиця розмірів штанів (см)</h3><figure class=""table""><table><thead><tr><th>Розмір</th><th>Талія</th><th>Стегна</th><th>Довжина</th></tr></thead><tbody><tr><td>S</td><td>37</td><td>46</td><td>104</td></tr><tr><td>M</td><td>37</td><td>47</td><td>105</td></tr><tr><td>L</td><td>41</td><td>47</td><td>107</td></tr><tr><td>XL</td><td>42</td><td>49</td><td>108</td></tr><tr><td>XXL</td><td>45</td><td>53</td><td>109</td></tr><tr><td>XXXL</td><td>47</td><td>55</td><td>110</td></tr></tbody></table></figure>",13973,"https://cdn.buymeua.shop/buymeua/product/2739674/conversions/Gemini_Generated_Image_6gzyze6gzyze6gzy-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739665/conversions/1771020422-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739666/conversions/1771020481-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739667/conversions/1771020489-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739668/conversions/1771020429-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739669/conversions/1771020435-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739670/conversions/1771020447-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739671/conversions/1771020456-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739672/conversions/1771020465-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2739673/conversions/1771020472-optimized.jpg","S - 2, XXXL - 1",3,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,Тактична сумка нагрудна 20л Silver Knight black ВР5253,1100.0000,,"<p>функціональна тактична сумка через плече, створена для повсякденного використання, служби, стрільбища, тренувань, подорожей та активного відпочинку. Завдяки продуманій конструкції сумка забезпечує швидкий доступ до вмісту і дозволяє зручно розмістити всі необхідні речі.</p><p>Виготовлена з міцної <strong>нейлонової кордури 1000D</strong> з <strong>полівінілхлоридним просоченням</strong>, яке забезпечує високу стійкість до зносу, вологи та механічних пошкоджень.</p><p>Модель оснащена системою <strong>MOLLE</strong> для кріплення додаткового спорядження, кількома відділеннями на блискавках і зручними регульованими ременями для комфортної фіксації під час руху.</p><h3>Особливості:</h3><ul><li>Міцна і зносостійка тканина <strong>Cordura Nylon 1000D</strong></li><li>Влагозахисне <strong>ПВХ-просочення</strong></li><li>Кілька функціональних відділень для організації спорядження</li><li>Система кріплення <strong>MOLLE</strong> на передній і бічних частинах сумки</li><li>Швидкий доступ до вмісту</li><li>Зручна однолямочна конструкція</li><li>Регульовані ремені з надійними фастексами</li><li>Можливість носити сумку як на грудях, так і на спині</li><li>Підходить для EDC-набору, документів, аптечки, телефону, павербанка, магазину, інструментів та іншого спорядження</li></ul><h3>Характеристики:</h3><figure class=""table""><table><thead><tr><th>Параметр</th><th>Значення</th></tr></thead><tbody><tr><td>Матеріал</td><td>Нейлонова кордура 1000D</td></tr><tr><td>Покриття</td><td>Полівінілхлоридне просочення</td></tr><tr><td>Колір</td><td>&nbsp;</td></tr><tr><td>Застібка</td><td>Блискавка</td></tr><tr><td>Розміри</td><td>20 × 18 × 32 см</td></tr><tr><td>Система кріплення</td><td>MOLLE</td></tr><tr><td>Регулювання</td><td>Ремені на фастексах</td></tr></tbody></table></figure><h3>Розмір:</h3><ul><li>Висота: <strong>32 см</strong></li><li>Ширина: <strong>20 см</strong></li><li>Глибина: <strong>18 см</strong></li></ul><p>&nbsp;</p><p>&nbsp;</p>",13974,"https://cdn.buymeua.shop/buymeua/product/3909392/conversions/GRK_1635-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909383/conversions/1783630529-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909384/conversions/1783630533-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909385/conversions/1783630537-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909386/conversions/1783630541-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909387/conversions/1783630545-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909388/conversions/1783630549-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909389/conversions/1783630552-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909390/conversions/1783630556-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3909391/conversions/1783630561-optimized.jpg",Універсальний - 45,45,
BUYMEUA,МІЛІТАРІ,тактичні футболки,Тактична футболка мультикам flame,399.0000,,<p><strong>Склад тканини</strong>: 95% бавовна 5% поліестр</p><p>повномірні&nbsp;</p><p>М</p><p>плечі-44</p><p>груди-49</p><p>довжина-65</p><p>L</p><p>плечі-46</p><p>груди-51</p><p>довжина-69</p><p>Xl</p><p>плечі-48</p><p>груди-53</p><p>довжина-69</p><p>2xl</p><p>плечі -49</p><p>груди-54</p><p>довжина-69</p><p>3xl</p><p>плечі-50</p><p>груди-57</p><p>довжина-71</p><p>4xl</p><p>плечі-51</p><p>груди-58</p><p>довжина-72</p><p>p&gt;</p><p>5xl</p><p>плечі-52</p><p>груди-60</p><p>довжина-74</p><p>&nbsp;</p>,13981,"https://cdn.buymeua.shop/buymeua/product/324508/conversions/GRK_4145-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/324503/conversions/1743961194-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/324504/conversions/1743961199-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/324505/conversions/1743961203-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/324506/conversions/1743961223-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/324507/conversions/1743961317-optimized.jpg","S - 33, M - 50, L - 46, XL - 48, XXL - 53, XXXL - 56, XXXXL - 47, XXXXXL - 53, XS - 2",388,
BUYMEUA,МІЛІТАРІ,тактичне взуття,кросівки тактичні trench black,1999.0000,,<p>матеріал натуральна шкіра&nbsp;</p><p>вставки з кардюри&nbsp;</p><p>посилений носок захист від подряпин&nbsp;</p><p>підошва гума&nbsp;</p><ul><li>40-26.5</li><li>41-27</li><li>42-27.5</li><li>43-28</li><li>44-28.5</li><li>45-29</li><li>46-29.5</li></ul>,13982,"https://cdn.buymeua.shop/buymeua/product/313131/conversions/1-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313125/conversions/1738941784-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313126/conversions/1738941787-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313127/conversions/1738941790-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313128/conversions/1738941828-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313129/conversions/1738941834-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313130/conversions/1738941840-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/313133/conversions/1738942328-optimized.jpg","40 - 28, 41 - 25, 42 - 24, 43 - 22, 44 - 24, 45 - 29, 46 - 29, 36 - 1",182,
BUYMEUA,МІЛІТАРІ,тактичне взуття,Тактичні кросівки,1899.0000,,<p>матеріал натуральний нубук&nbsp;</p><p><br>посилена шкарпетка&nbsp;</p><p><br>посилена п'ята</p><p><br>підошва гума</p><ul><li>40-26.5</li><li>-28</li><li>44-28.5</li><li>45-29</li><li>46-29.5</li></ul>,13983,"https://cdn.buymeua.shop/buymeua/product/312356/conversions/1-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312349/conversions/1738752270-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312350/conversions/1738752577-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312351/conversions/1738752954-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312352/conversions/1738752278-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312353/conversions/1738752281-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312354/conversions/1738752284-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/312355/conversions/1738752287-optimized.jpg","40 - 27, 41 - 30, 42 - 31, 43 - 29, 44 - 28, 45 - 30, 46 - 30",205,
BUYMEUA,МІЛІТАРІ,тактичне взуття,кросівки тактичні trench cayot,1949.0000,,<p>матеріал натуральна шкіра&nbsp;</p><p>&nbsp;</p><p>вставки з кардюри&nbsp;</p><p>&nbsp;</p><p>посилений носок захист від подряпин&nbsp;</p><p>&nbsp;</p><p>підошва гума&nbsp;</p><ul><li>40-26.5</li><li>41-27</li><li>42-27.5</li><li>43-28</li><li>44-28.5</li><li>45-29</li><li>46-29.5</li></ul>,13984,"https://cdn.buymeua.shop/buymeua/product/269902/conversions/KGA_5484-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315441/conversions/1739813221-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315442/conversions/1739813932-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315443/conversions/1739813936-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315444/conversions/1739813940-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315445/conversions/1739813945-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315446/conversions/1739813958-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/315447/conversions/1739813966-optimized.jpg","40 - 31, 41 - 28, 42 - 32, 43 - 27, 44 - 31, 45 - 29, 46 - 31",209,
BUYMEUA,МІЛІТАРІ,тактичне взуття,кросівки тактичні мультикам triangle,1599.0000,,<p>матеріал нубук вставки з кардюри&nbsp;</p><p>підошва гума&nbsp;</p><ul><li>41-27</li><li>42-27.5</li><li>43 -28</li><li>44-28.5</li><li>45-29</li><li>46-29.5</li></ul>,13987,"https://cdn.buymeua.shop/buymeua/product/272721/conversions/KGA_9099-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272713/conversions/1711576153-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272714/conversions/1711576166-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272715/conversions/1711576170-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272716/conversions/1711576173-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272717/conversions/1711576177-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272718/conversions/1711576181-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272719/conversions/1711576185-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/272720/conversions/1711576163-optimized.jpg","40 - 19, 41 - 19, 42 - 19, 43 - 15, 44 - 21, 45 - 20",113,
BUYMEUA,МІЛІТАРІ,РПС / Плитоноски,Плитоноска SINGLE SWORD олива 4 точки швидкого скидання,2899.0000,,"<p>плитоноска ASDAG виробництво Туреччина! Країна виробника: Туреччина Матеріал та особливості: - У комплект входять: 4 результати для магазину, 2 результати допоміжні (рації), і один результат великий (аптечка, особисті речі). - Виготовлений з міцного матеріалу Cordura. – Вся фурнітура виготовлена ​​з поліаміду. - по всій площині застосована система MOLLE. - підходить для плит зі стандартним розміром 25х30 см.<br>&nbsp;</p><p>&nbsp;</p>",13994,"https://cdn.buymeua.shop/buymeua/product/320521/conversions/GRK_6453-%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320511/conversions/1742671175-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320512/conversions/1742671203-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320513/conversions/1742671207-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320514/conversions/1742671211-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320515/conversions/1742671216-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320516/conversions/1742671181-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320517/conversions/1742671184-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320518/conversions/1742671187-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/320519/conversions/1742671190-optimized.jpg",Універсальний - 23,23,
BUYMEUA,МІЛІТАРІ,тактичні футболки,Тактична потоотводна футболка SSO піксель,549.0000,,"<p>Легка <strong>тактична футболка з тканини Coolmax</strong> в цифровому камуфляжі. Відмінно підходить для тренувань, служби, страйкболу, активного відпочинку та повсякденного носіння.</p><p>Матеріал <strong>Coolmax</strong> забезпечує відмінну вентиляцію, швидко відводить вологу та зберігає комфорт навіть при інтенсивних навантаженнях. Еластична структура тканини не сковує рухів і добре сидить по фігурі.</p><p>На рукавах передбачені <strong>липучки під шеврони</strong>, що дозволяє кріпити патчі та знаки відмінності.</p><h3>Характеристики</h3><p>• матеріал: <strong>Coolmax</strong><br>• склад тканини: <strong>100% поліестер</strong><br>• легка дихаюча тканина<br>• швидко відводить вологу<br>• <strong>липучки під шеврони на рукавах</strong><br>• комфортна посадка<br>• <strong>розміри повномірні</strong></p><h2>Розмірна сітка</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Грудь</th><th>Рукав</th><th>Довжина</th></tr></thead><tbody><tr><td>S</td><td>44 см</td><td>34 см</td><td>68 см</td></tr><tr><td>M</td><td>46 см</td><td>35 см</td><td>69 см</td></tr><tr><td>L</td><td>50 см</td><td>36 см</td><td>70 см</td></tr><tr><td>XL</td><td>50 см</td><td>37 см</td><td>71 см</td></tr><tr><td>XXL</td><td>54 см</td><td>38 см</td><td>72 см</td></tr></tbody></table></figure>",13999,"https://cdn.buymeua.shop/buymeua/product/2899543/conversions/Gemini_Generated_Image_e2kufie2kufie2ku-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2899537/conversions/1773599444-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2899538/conversions/1773599448-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2899539/conversions/1773599460-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2899540/conversions/1773599464-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2899541/conversions/1773599468-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2899542/conversions/1773599472-optimized.jpg","S - 34, M - 38, L - 38, XL - 20, XXL - 24, XXXL - 25",179,
BUYMEUA,МІЛІТАРІ,тактичні футболки,футболка вологовідвідна commander oliva ВТ6242,499.0000,,"<p>Тактична футболка з матеріалу <strong>Coolmax</strong> — легкість, вентиляція та комфорт у будь-яких умовах.</p><p>Швидко відводить вологу, не перегріває тіло і ідеально підходить для активного використання.<br>Еластична тканина забезпечує свободу рухів, а липучки під шеврони додають функціональності.</p><p>Чудовий варіант для тренувань, міста та тактичних завдань.</p><h2>&nbsp;Характеристики</h2><ul><li>Матеріал: Coolmax (100% поліестер)</li><li>Дихаюча та влаговідвідна тканина</li><li>Швидко сохне</li><li>Липучки під шеврони</li><li>Посадка: повномірна</li></ul><h2>&nbsp;Таблиця розмірів</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Грудь</th><th>Довжина</th></tr></thead><tbody><tr><td>S</td><td>37 см</td><td>43 см</td><td>69 см</td></tr><tr><td>M</td><td>42 см</td><td>50 см</td><td>72 см</td></tr><tr><td>L</td><td>45 см</td><td>54 см</td><td>74 см</td></tr><tr><td>XL</td><td>47 см</td><td>56 см</td><td>75 см</td></tr></tbody></table></figure>",14023,"https://cdn.buymeua.shop/buymeua/product/2935529/conversions/Gemini_Generated_Image_9zgs489zgs489zgs-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935523/conversions/1775498879-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935524/conversions/1775498884-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935525/conversions/1775498889-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935526/conversions/1775498893-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935527/conversions/1775498898-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935528/conversions/1775498902-optimized.jpg","S - 45, M - 41, L - 46, XL - 39, XXL - 48, XXXL - 47",266,
